Вариант № 20
Метод стрельб

Itr      |	z(0)     |	y(1)     |	Delta       |
 0.109375|	 1.137811|	 1.137517|	 1.678336|	2.937747e-04|
 0.112500|	 1.143100|	 1.142803|	 1.706829|	2.975533e-04|
 0.115625|	 1.148479|	 1.148177|	 1.735326|	3.012002e-04|
 0.118750|	 1.153946|	 1.153641|	 1.763793|	3.047215e-04|
 0.121875|	 1.159502|	 1.159194|	 1.792199|	3.081225e-04|
 0.125000|	 1.165147|	 1.164836|	 1.820513|	3.114084e-04|
 0.131250|	 1.176701|	 1.176384|	 1.876738|	3.176556e-04|
 0.137500|	 1.188605|	 1.188281|	 1.932231|	3.234998e-04|
 0.143750|	 1.200852|	 1.200523|	 1.986769|	3.289749e-04|
 0.150000|	 1.213437|	 1.213103|	 2.040139|	3.341117e-04|
 0.156250|	 1.226351|	 1.226012|	 2.092141|	3.389382e-04|
 0.162500|	 1.239586|	 1.239242|	 2.142585|	3.434801e-04|
 0.168750|	 1.253130|	 1.252782|	 2.191296|	3.477606e-04|
 0.193750|	 1.310165|	 1.309802|	 2.365647|	3.632614e-04|
 0.200000|	 1.325070|	 1.324704|	 2.403421|	3.665015e-04|
 0.206250|	 1.340203|	 1.339833|	 2.438630|	3.695853e-04|
 0.212500|	 1.355547|	 1.355175|	 2.471170|	3.725256e-04|
 0.218750|	 1.371087|	 1.370711|	 2.500950|	3.753338e-04|
 0.225000|	 1.386803|	 1.386425|	 2.527887|	3.780207e-04|
 0.231250|	 1.402679|	 1.402299|	 2.551907|	3.805962e-04|
 0.237500|	 1.418696|	 1.418313|	 2.572946|	3.830695e-04|
 0.243750|	 1.434835|	 1.434449|	 2.590949|	3.854491e-04|
 0.250000|	 1.451076|	 1.450689|	 2.605870|	3.877429e-04|
 0.256250|	 1.467402|	 1.467012|	 2.617671|	3.899582e-04|
 0.262500|	 1.483791|	 1.483399|	 2.626323|	3.921019e-04|
 0.268750|	 1.500224|	 1.499830|	 2.631804|	3.941801e-04|
 0.271875|	 1.508451|	 1.508056|	 2.633351|	3.951965e-04|
 0.275000|	 1.516682|	 1.516286|	 2.634101|	3.961987e-04|
 0.278125|	 1.524913|	 1.524516|	 2.634054|	3.971874e-04|
 0.281250|	 1.533144|	 1.532746|	 2.633209|	3.981634e-04|
 0.284375|	 1.541370|	 1.540971|	 2.631567|	3.991272e-04|
 0.287500|	 1.549590|	 1.549190|	 2.629129|	4.000795e-04|
 0.290625|	 1.557801|	 1.557400|	 2.625897|	4.010209e-04|
 0.293750|	 1.566001|	 1.565599|	 2.621871|	4.019519e-04|
 0.296875|	 1.574187|	 1.573784|	 2.617055|	4.028732e-04|
 0.300000|	 1.582357|	 1.581953|	 2.611452|	4.037852e-04|
 0.303125|	 1.590508|	 1.590103|	 2.605063|	4.046886e-04|
 0.306250|	 1.598638|	 1.598232|	 2.597894|	4.055838e-04|
 0.309375|	 1.606744|	 1.606338|	 2.589947|	4.064714e-04|
 0.312500|	 1.614824|	 1.614417|	 2.581227|	4.073518e-04|
 0.315625|	 1.622876|	 1.622468|	 2.571739|	4.082256e-04|
 0.318750|	 1.630897|	 1.630488|	 2.561489|	4.090931e-04|
 0.321875|	 1.638884|	 1.638474|	 2.550481|	4.099549e-04|
 0.325000|	 1.646836|	 1.646426|	 2.538721|	4.108114e-04|
 0.328125|	 1.654751|	 1.654339|	 2.526216|	4.116631e-04|
 0.331250|	 1.662625|	 1.662212|	 2.512973|	4.125103e-04|
 0.334375|	 1.670456|	 1.670043|	 2.498998|	4.133535e-04|
 0.337500|	 1.678243|	 1.677828|	 2.484300|	4.141931e-04|
 0.340625|	 1.685982|	 1.685567|	 2.468884|	4.150296e-04|
 0.343750|	 1.693672|	 1.693256|	 2.452761|	4.158632e-04|
 0.346875|	 1.701311|	 1.700894|	 2.435937|	4.166944e-04|
 0.350000|	 1.708896|	 1.708479|	 2.418423|	4.175236e-04|
 0.353125|	 1.716426|	 1.716007|	 2.400226|	4.183511e-04|
 0.356250|	 1.723897|	 1.723478|	 2.381356|	4.191773e-04|
 0.359375|	 1.731308|	 1.730888|	 2.361823|	4.200026e-04|
 0.362500|	 1.738658|	 1.738237|	 2.341637|	4.208273e-04|
 0.365625|	 1.745943|	 1.745521|	 2.320808|	4.216517e-04|
 0.368750|	 1.753162|	 1.752740|	 2.299346|	4.224762e-04|
 0.371875|	 1.760313|	 1.759890|	 2.277263|	4.233012e-04|
 0.375000|	 1.767394|	 1.766970|	 2.254569|	4.241269e-04|
 0.378125|	 1.774404|	 1.773979|	 2.231276|	4.249537e-04|
 0.381250|	 1.781339|	 1.780913|	 2.207396|	4.257820e-04|
 0.384375|	 1.788199|	 1.787773|	 2.182940|	4.266120e-04|
 0.387500|	 1.794982|	 1.794555|	 2.157920|	4.274441e-04|
 0.390625|	 1.801686|	 1.801257|	 2.132349|	4.282785e-04|
 0.393750|	 1.808309|	 1.807879|	 2.106240|	4.291157e-04|
 0.396875|	 1.814849|	 1.814419|	 2.079605|	4.299559e-04|
 0.400000|	 1.821306|	 1.820875|	 2.052457|	4.307994e-04|
 0.406250|	 1.833960|	 1.833528|	 1.996678|	4.324978e-04|
 0.412500|	 1.846260|	 1.845826|	 1.939009|	4.342134e-04|
 0.418750|	 1.858194|	 1.857758|	 1.879564|	4.359486e-04|
 0.425000|	 1.869751|	 1.869313|	 1.818456|	4.377059e-04|
 0.431250|	 1.880922|	 1.880482|	 1.755804|	4.394879e-04|
 0.437500|	 1.891696|	 1.891254|	 1.691727|	4.412970e-04|
 0.443750|	 1.902065|	 1.901622|	 1.626348|	4.431357e-04|
 0.450000|	 1.912023|	 1.911578|	 1.559790|	4.450066e-04|
 0.456250|	 1.921561|	 1.921114|	 1.492181|	4.469124e-04|
 0.462500|	 1.930673|	 1.930224|	 1.423647|	4.488557e-04|
 0.468750|	 1.939355|	 1.938904|	 1.354319|	4.508391e-04|
 0.475000|	 1.947601|	 1.947148|	 1.284326|	4.528654e-04|
 0.481250|	 1.955408|	 1.954953|	 1.213802|	4.549378e-04|
 0.487500|	 1.962772|	 1.962315|	 1.142877|	4.570589e-04|
 0.512500|	 1.987781|	 1.987315|	 0.857847|	4.660952e-04|
 0.518750|	 1.992921|	 1.992453|	 0.786925|	4.685045e-04|
 0.525000|	 1.997619|	 1.997148|	 0.716404|	4.709829e-04|
 0.531250|	 2.001877|	 2.001404|	 0.646416|	4.735341e-04|
 0.537500|	 2.005700|	 2.005224|	 0.577094|	4.761623e-04|
 0.543750|	 2.009093|	 2.008614|	 0.508567|	4.788717e-04|
 0.550000|	 2.012059|	 2.011578|	 0.440966|	4.816667e-04|
 0.556250|	 2.014607|	 2.014122|	 0.374418|	4.845522e-04|
 0.562500|	 2.016742|	 2.016254|	 0.309049|	4.875331e-04|
 0.568750|	 2.018473|	 2.017982|	 0.244985|	4.906146e-04|
 0.575000|	 2.019807|	 2.019313|	 0.182346|	4.938025e-04|
 0.581250|	 2.020755|	 2.020258|	 0.121253|	4.971027e-04|
 0.587500|	 2.021326|	 2.020826|	 0.061824|	5.005211e-04|
 0.593750|	 2.021532|	 2.021028|	 0.004173|	5.040645e-04|
 0.600000|	 2.021383|	 2.020875|	-0.051588|	5.077398e-04|
 0.606250|	 2.020891|	 2.020379|	-0.105350|	5.115546e-04|
 0.609375|	 2.020521|	 2.020007|	-0.131448|	5.135167e-04|
 0.612500|	 2.020070|	 2.019555|	-0.157007|	5.155167e-04|
 0.615625|	 2.019540|	 2.019023|	-0.182015|	5.175557e-04|
 0.618750|	 2.018933|	 2.018413|	-0.206459|	5.196347e-04|
 0.621875|	 2.018250|	 2.017729|	-0.230326|	5.217551e-04|
 0.625000|	 2.017494|	 2.016970|	-0.253606|	5.239178e-04|
 0.628125|	 2.016666|	 2.016140|	-0.276285|	5.261242e-04|
 0.631250|	 2.015768|	 2.015240|	-0.298354|	5.283755e-04|
 0.634375|	 2.014802|	 2.014271|	-0.319801|	5.306730e-04|
 0.637500|	 2.013770|	 2.013237|	-0.340615|	5.330180e-04|
 0.640625|	 2.012674|	 2.012138|	-0.360785|	5.354120e-04|
 0.643750|	 2.011516|	 2.010978|	-0.380301|	5.378564e-04|
 0.646875|	 2.010298|	 2.009757|	-0.399154|	5.403527e-04|
 0.650000|	 2.009022|	 2.008479|	-0.417333|	5.429024e-04|
 0.653125|	 2.007690|	 2.007144|	-0.434829|	5.455072e-04|
 0.656250|	 2.006305|	 2.005756|	-0.451634|	5.481686e-04|
 0.659375|	 2.004868|	 2.004317|	-0.467737|	5.508885e-04|
 0.662500|	 2.003382|	 2.002828|	-0.483132|	5.536685e-04|
 0.665625|	 2.001849|	 2.001293|	-0.497810|	5.565106e-04|
 0.668750|	 2.000271|	 1.999712|	-0.511762|	5.594166e-04|
 0.671875|	 1.998651|	 1.998089|	-0.524983|	5.623885e-04|
 0.675000|	 1.996991|	 1.996426|	-0.537464|	5.654284e-04|
 0.678125|	 1.995293|	 1.994724|	-0.549199|	5.685385e-04|
 0.681250|	 1.993559|	 1.992988|	-0.560182|	5.717208e-04|
 0.684375|	 1.991793|	 1.991218|	-0.570406|	5.749777e-04|
 0.687500|	 1.989995|	 1.989417|	-0.579867|	5.783115e-04|
 0.690625|	 1.988169|	 1.987588|	-0.588559|	5.817249e-04|
 0.693750|	 1.986317|	 1.985732|	-0.596476|	5.852202e-04|
 0.696875|	 1.984442|	 1.983853|	-0.603616|	5.888001e-04|
 0.700000|	 1.982546|	 1.981953|	-0.609973|	5.924675e-04|
 0.703125|	 1.980631|	 1.980034|	-0.615545|	5.962251e-04|
 0.706250|	 1.978699|	 1.978099|	-0.620328|	6.000760e-04|
 0.709375|	 1.976754|	 1.976150|	-0.624318|	6.040233e-04|
 0.712500|	 1.974798|	 1.974190|	-0.627515|	6.080700e-04|
 0.715625|	 1.972833|	 1.972221|	-0.629916|	6.122196e-04|
 0.718750|	 1.970862|	 1.970246|	-0.631519|	6.164756e-04|
 0.721875|	 1.968887|	 1.968266|	-0.632325|	6.208415e-04|
 0.725000|	 1.966911|	 1.966286|	-0.632331|	6.253210e-04|
 0.731250|	 1.962965|	 1.962330|	-0.629947|	6.346364e-04|
 0.737500|	 1.959043|	 1.958399|	-0.624372|	6.444552e-04|
 0.743750|	 1.955167|	 1.954512|	-0.615620|	6.548133e-04|
 0.750000|	 1.951354|	 1.950689|	-0.603712|	6.657495e-04|
 0.756250|	 1.947627|	 1.946949|	-0.588675|	6.773060e-04|
 0.762500|	 1.944002|	 1.943313|	-0.570546|	6.895284e-04|
 0.768750|	 1.940501|	 1.939799|	-0.549373|	7.024666e-04|
 0.775000|	 1.937142|	 1.936425|	-0.525208|	7.161747e-04|
 0.781250|	 1.933942|	 1.933211|	-0.498115|	7.307114e-04|
 0.787500|	 1.930921|	 1.930175|	-0.468167|	7.461406e-04|
 0.793750|	 1.928096|	 1.927333|	-0.435445|	7.625324e-04|
 0.800000|	 1.925484|	 1.924704|	-0.400040|	7.799630e-04|
 0.812500|	 1.920963|	 1.920145|	-0.321595|	8.182616e-04|
 0.818750|	 1.919086|	 1.918246|	-0.278786|	8.393382e-04|
 0.825000|	 1.917483|	 1.916621|	-0.233759|	8.618357e-04|
 0.831250|	 1.916168|	 1.915282|	-0.186655|	8.858734e-04|
 0.837500|	 1.915154|	 1.914242|	-0.137626|	9.115818e-04|
 0.843750|	 1.914451|	 1.913512|	-0.086835|	9.391042e-04|
 0.850000|	 1.914072|	 1.913103|	-0.034457|	9.685984e-04|
 0.856250|	 1.914024|	 1.913023|	 0.019323|	1.000237e-03|
 0.862500|	 1.914316|	 1.913281|	 0.074307|	1.034211e-03|
 0.868750|	 1.914954|	 1.913884|	 0.130287|	1.070730e-03|
 0.871875|	 1.915406|	 1.914316|	 0.158583|	1.090015e-03|
 0.875000|	 1.915946|	 1.914836|	 0.187044|	1.110025e-03|
 0.878125|	 1.916575|	 1.915444|	 0.215640|	1.130792e-03|
 0.881250|	 1.917294|	 1.916141|	 0.244343|	1.152350e-03|
 0.884375|	 1.918102|	 1.916927|	 0.273121|	1.174736e-03|
 0.887500|	 1.919001|	 1.917803|	 0.301942|	1.197988e-03|
 0.890625|	 1.919989|	 1.918767|	 0.330774|	1.222144e-03|
 0.893750|	 1.921068|	 1.919821|	 0.359583|	1.247248e-03|
 0.896875|	 1.922237|	 1.920963|	 0.388336|	1.273342e-03|
 0.900000|	 1.923495|	 1.922195|	 0.416998|	1.300474e-03|
 0.903125|	 1.924843|	 1.923514|	 0.445533|	1.328692e-03|
 0.906250|	 1.926279|	 1.924921|	 0.473905|	1.358048e-03|
 0.909375|	 1.927804|	 1.926416|	 0.502077|	1.388595e-03|
 0.912500|	 1.929417|	 1.927997|	 0.530010|	1.420390e-03|
 0.915625|	 1.931117|	 1.929663|	 0.557666|	1.453493e-03|
 0.918750|	 1.932902|	 1.931414|	 0.585006|	1.487968e-03|
 0.921875|	 1.934773|	 1.933249|	 0.611989|	1.523880e-03|
 0.925000|	 1.936727|	 1.935165|	 0.638573|	1.561300e-03|
 0.928125|	 1.938763|	 1.937163|	 0.664718|	1.600303e-03|
 0.931250|	 1.940881|	 1.939240|	 0.690379|	1.640964e-03|
 0.934375|	 1.943078|	 1.941394|	 0.715514|	1.683368e-03|
 0.937500|	 1.945352|	 1.943625|	 0.740077|	1.727600e-03|
 0.940625|	 1.947702|	 1.945929|	 0.764025|	1.773753e-03|
 0.943750|	 1.950127|	 1.948305|	 0.787310|	1.821921e-03|
 0.946875|	 1.952622|	 1.950750|	 0.809885|	1.872209e-03|
 0.950000|	 1.955188|	 1.953263|	 0.831704|	1.924722e-03|
 0.953125|	 1.957820|	 1.955840|	 0.852717|	1.979575e-03|
 0.956250|	 1.960516|	 1.958479|	 0.872875|	2.036888e-03|
 0.959375|	 1.963274|	 1.961177|	 0.892128|	2.096788e-03|
 0.962500|	 1.966091|	 1.963932|	 0.910425|	2.159409e-03|
 0.965625|	 1.968963|	 1.966738|	 0.927713|	2.224892e-03|
 0.968750|	 1.971888|	 1.969595|	 0.943942|	2.293388e-03|
 0.971875|	 1.974862|	 1.972497|	 0.959056|	2.365055e-03|
 0.975000|	 1.977881|	 1.975441|	 0.973002|	2.440060e-03|
 0.978125|	 1.980942|	 1.978423|	 0.985724|	2.518582e-03|
 0.981250|	 1.984040|	 1.981440|	 0.997168|	2.600807e-03|
 0.984375|	 1.987173|	 1.984486|	 1.007276|	2.686936e-03|
 0.987500|	 1.990334|	 1.987557|	 1.015990|	2.777178e-03|
 0.990625|	 1.993521|	 1.990649|	 1.023254|	2.871756e-03|
 0.993750|	 1.996728|	 1.993757|	 1.029007|	2.970907e-03|
 0.996875|	 1.999951|	 1.996876|	 1.033190|	3.074881e-03|
Явная схема
N= 8
Ksi= 0.2
Variant= 20
t      |	delta        |	x:	0.0               |	0.125               |	0.25               |	0.375               |	0.5               |	0.625               |	0.75               |	0.875               |	1.0               |	
0.01953125          |	0.01953125          |	0          |	0.14453125          |	0.26953125          |	0.39453125          |	0.51953125          |	0.64453125          |	0.76953125          |	0.89453125          |	1          |	
0.0390625          |	0.03755651788313452          |	0          |	0.1619703979261767          |	0.2918222155067497          |	0.4163710789183034          |	0.5405684821168655          |	0.6645366131898965          |	0.7884325648276127          |	0.9075416058849484          |	1          |	
0.05859375          |	0.054133121680786433          |	0          |	0.17905342369212918          |	0.31554715797799426          |	0.44043162170166233          |	0.5630543783192136          |	0.684998044710861          |	0.8055072168377431          |	0.917134030919274          |	1          |	
0.078125          |	0.0693161978866661          |	0          |	0.19631688261909325          |	0.3404552368576941          |	0.4663231816800434          |	0.5869338021133339          |	0.7055930107143594          |	0.8209280718092435          |	0.9245608248239178          |	1          |	
0.09765625          |	0.0833113723772706          |	0          |	0.21396634222867694          |	0.36645774653062996          |	0.49377441625599233          |	0.6120011276227294          |	0.7261896765974105          |	0.8350140040996421          |	0.930491353904063          |	1          |	
0.1171875          |	0.09632225239095737          |	0          |	0.23208240987787948          |	0.39349389042023075          |	0.5225760712578531          |	0.6380527476090426          |	0.7467504371787811          |	0.8480588338132532          |	0.9353400199016837          |	1          |	
0.13671875          |	0.11034426658671093          |	0          |	0.25069019010105764          |	0.4215011085345467          |	0.5525574186460653          |	0.6649251436148725          |	0.767279043084344          |	0.8603036701424194          |	0.9393874787138451          |	1          |	
0.15625          |	0.12591558659900604          |	0          |	0.2697865951674024          |	0.45041171500130195          |	0.5835765747885114          |	0.6924948120580967          |	0.7877967673107711          |	0.8719401693140462          |	0.9428343355871657          |	1          |	
0.17578125          |	0.14147011363090511          |	0          |	0.2893531597434403          |	0.480155624043627          |	0.6155148005055326          |	0.7206698484887925          |	0.8083312845175941          |	0.8831196290024094          |	0.9458288072016809          |	1          |	
0.1953125          |	0.1569791620465547          |	0          |	0.3093631297182172          |	0.510663491644804          |	0.6482722286506019          |	0.7493815345519669          |	0.8289112803406667          |	0.8939616708795382          |	0.9484828263159777          |	1          |	
0.21484375          |	0.1724156631987679          |	0          |	0.3297857920320766          |	0.5418689904821037          |	0.6817644100575277          |	0.778577715692455          |	0.8495638234271756          |	0.9045612603800578          |	0.9508822647273566          |	1          |	
0.234375          |	0.18775538004408698          |	0          |	0.3505892083245079          |	0.5737101663376996          |	0.7159194996737411          |	0.8082179695029232          |	0.8703131508205786          |	0.9149941153324023          |	0.9530937996931244          |	1          |	
0.25390625          |	0.202977370205508          |	0          |	0.37174192086079927          |	0.6061300962494084          |	0.7506759808166672          |	0.8382701827774268          |	0.8911802048978799          |	0.92532082322598          |	0.9551696992990426          |	1          |	
0.2734375          |	0.21806404392366263          |	0          |	0.3932139700330488          |	0.6390770751318168          |	0.7859808361029867          |	0.868708155336601          |	0.9121825754184473          |	0.9355899804211865          |	0.9571512444603445          |	1          |	
0.29296875          |	0.2330010072736094          |	0          |	0.41497744976595236          |	0.672504506194413          |	0.8217880805248456          |	0.8995099301847751          |	0.9333346563072228          |	0.9458406027668698          |	0.9590712247247453          |	1          |	
0.3125          |	0.24777679857958268          |	0          |	0.43700675782423          |	0.7063706182711514          |	0.858057583131771          |	0.9306566310533863          |	0.9546479092399716          |	0.9561039940556182          |	0.9609557888283149          |	1          |	
0.33203125          |	0.2623825801226939          |	0          |	0.45927865029873005          |	0.7406380924825711          |	0.8947541165898745          |	0.9621316524894759          |	0.9761311719355824          |	0.9664052087866848          |	0.9628258370872351          |	1          |	
0.3515625          |	0.2768118207819249          |	0          |	0.4817721755150117          |	0.7752736515781814          |	0.9318465861491069          |	0.9939200943628146          |	0.9977909755150735          |	0.9767642087184636          |	0.9646980832844102          |	1          |	
0.37109375          |	0.2910599895897257          |	0          |	0.5044685383232319          |	0.8102476453266149          |	0.9693074000892639          |	1.0260083657010304          |	1.019631850945995          |	0.9871967859561324          |	0.9665858747508908          |	1          |	
0.390625          |	0.3051242707791195          |	0          |	0.5273509285906269          |	0.8455336518946756          |	1.007111952249308          |	1.0583839058297733          |	1.0416566139953234          |	0.9977153061269299          |	0.9684998331784965          |	1          |	
0.41015625          |	0.32171922003291464          |	0          |	0.5504043357925164          |	0.8811081062923154          |	1.0452381939218345          |	1.0910349868133533          |	1.0638666237847694          |	1.0083293114091751          |	0.9704483608199472          |	1          |	
0.4296875          |	0.3386238768465546          |	0          |	0.5736153634190477          |	0.916949961216489          |	1.083666277521706          |	1.123950572287502          |	1.0862620134358452          |	1.0190460132356347          |	0.9724380443461822          |	1          |	
0.44921875          |	0.3554205514514841          |	0          |	0.5969720513895335          |	0.9530403819919262          |	1.1223782583395259          |	1.1571202154541784          |	1.108841893276432          |	1.0298706972708047          |	0.9744739799508628          |	1          |	
0.46875          |	0.3721055493850687          |	0          |	0.6204637109948123          |	0.9893624750834709          |	1.1613578436522674          |	1.1905339843189837          |	1.1316045281870835          |	1.0408070579773196          |	0.976560037146944          |	1          |	
0.48828125          |	0.38867648981761493          |	0          |	0.6440807744965148          |	1.025901048365498          |	1.200590180716029          |	1.2241824059241002          |	1.154547491225136          |	1.051857476184873          |	0.9786990743065616          |	1          |	
0.5078125          |	0.4051320744769076          |	0          |	0.6678146599940494          |	1.0626424006546273          |	1.2400616768879995          |	1.2580564238689775          |	1.177667795887226          |	1.0630232501656798          |	0.980893115823207          |	1          |	
0.52734375          |	0.42147189475430724          |	0          |	0.6916576512412758          |	1.099574137723318          |	1.2797598464507896          |	1.2921473651667967          |	1.2009620093895887          |	1.0743047885283796          |	0.9831434984616798          |	1          |	
0.546875          |	0.43769627035023495          |	0          |	0.7156027915582382          |	1.1366850119669172          |	1.3196731797421155          |	1.32644691369886          |	1.2244263492457965          |	1.0857017715725514          |	0.9854509927565395          |	1          |	
0.56640625          |	0.4538061141028691          |	0          |	0.7396437907037959          |	1.1739647829975384          |	1.3597910309999977          |	1.3609470883686403          |	1.2480567652578558          |	1.0972132864600168          |	0.9878159040499607          |	1          |	
0.5859375          |	0.469802818645253          |	0          |	0.7637749434604069          |	1.211404096620459          |	1.4001035219723423          |	1.3956402246378812          |	1.2718490088430934          |	1.1088379405577324          |	0.9902381568034857          |	1          |	
0.60546875          |	0.48568816132419146          |	0          |	0.7879910586706192          |	1.2489943798709076          |	1.4406014588498586          |	1.4305189585287628          |	1.2957986914173478          |	1.1205739565188937          |	0.9927173650896255          |	1          |	
0.625          |	0.5014642244409988          |	0          |	0.8122873975145143          |	1.2867277500248138          |	1.4812762604922525          |	1.4655762124540117          |	1.3199013333573824          |	1.1324192520421856          |	0.9952528916079342          |	1          |	
0.64453125          |	0.5171333283772537          |	0          |	0.8366596199011149          |	1.3245969357300889          |	1.5221198962515419          |	1.5008051824291087          |	1.3441524048794316          |	1.1443715067460303          |	0.9978438971328597          |	1          |	
0.6640625          |	0.5326979755760746          |	0          |	0.8611037379469108          |	1.3625952086259483          |	1.563124831969583          |	1.5361993263538574          |	1.3685473600000881          |	1.156428218187309          |	1.000489381956232          |	1          |	
0.68359375          |	0.5481608036819148          |	0          |	0.8856160756199503          |	1.4007163240215872          |	1.6042839829520588          |	1.5717523531427715          |	1.3930816645918198          |	1.1685867487215682          |	1.0031882206131861          |	1          |	
0.703125          |	0.5635245464151004          |	0          |	0.9101932337315564          |	1.4389544693900351          |	1.6455906729077385          |	1.6074582125476458          |	1.4177508194083757          |	1.180844364628482          |	1.0059391909601763          |	1          |	
0.72265625          |	0.5787920009832437          |	0          |	0.9348320595556482          |	1.4773042195978303          |	1.6870385979972125          |	1.6433110855600073          |	1.442550378834497          |	1.1931982687004383          |	1.0087409984953484          |	1          |	
0.7421875          |	0.593966001019429          |	0          |	0.9595296204458197          |	1.515760497936869          |	1.7286217952652918          |	1.6793053753119525          |	1.467475966008534          |	1.2056456273043525          |	1.0115922966658717          |	1          |	
0.76171875          |	0.6090493941938186          |	0          |	0.9842831809018417          |	1.5543185421527008          |	1.770334614840381          |	1.7154356984153196          |	1.4925232848744137          |	1.2181835927700624          |	1.0144917037870602          |	1          |	
0.78125          |	0.6240450237766832          |	0          |	1.0090901826099874          |	1.5929738747751443          |	1.8121716953760285          |	1.7516968766941108          |	1.5176881296395195          |	1.2308093218272973          |	1.0174378170990301          |	1          |	
0.80078125          |	0.6389557135412838          |	0          |	1.0339482270458478          |	1.6317222771540638          |	1.8541279422874644          |	1.78808392927556          |	1.5429663920459753          |	1.2435199907027963          |	1.0204292244042723          |	1          |	
0.8203125          |	0.6537842554880966          |	0          |	1.0588550602846845          |	1.6705597666870973          |	1.896198508401578          |	1.8245920650126228          |	1.568354066803337          |	1.256312807396083          |	1.0234645136607166          |	1          |	
